Rented Bike Count,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_Holiday,Holiday_No Holiday,Hour_sin,Hour_cos
269,12.7,97,2.6,467,0.23,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
289,12.1,97,2.0,177,0.2,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
329,11.6,97,3.4,117,0.26,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
214,10.7,98,1.2,196,0.14,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
411,10.9,98,1.3,222,0.09,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
676,10.4,98,2.5,116,0.03,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
606,10.4,98,2.0,391,0.0,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
533,10.5,97,1.8,372,0.0,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
567,10.4,96,2.7,499,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
506,9.8,90,3.7,493,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
343,9.3,90,4.1,609,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
287,8.4,86,2.2,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
278,7.2,83,2.1,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
178,6.7,72,2.1,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
102,6.1,67,2.6,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
85,5.7,62,2.4,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
85,5.2,60,2.0,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
222,4.4,61,1.7,2000,0.0,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
652,3.7,59,2.9,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
1176,3.8,56,2.4,2000,0.32,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
683,5.2,51,1.7,2000,1.08,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
507,6.7,46,2.2,1936,1.79,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
557,8.2,45,2.4,1992,2.38,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
705,9.4,40,2.6,1913,2.78,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
715,10.4,38,2.4,1959,2.99,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
772,11.0,36,1.8,1973,2.91,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
923,11.9,32,1.9,1976,2.62,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
976,11.6,31,1.4,1999,2.11,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
1160,11.2,30,1.5,2000,1.44,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
1641,10.0,33,1.2,2000,0.68,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
974,8.1,36,1.2,2000,0.06,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
774,6.7,41,1.0,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
710,5.8,43,1.8,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
660,4.9,46,0.8,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
455,4.2,47,1.3,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
414,3.7,48,1.6,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
366,3.0,52,0.7,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
268,2.3,56,0.6,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
157,1.8,59,0.7,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
103,1.3,61,0.7,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
60,1.0,62,0.9,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
109,0.8,63,1.0,2000,0.0,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
193,0.5,64,0.8,2000,0.01,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
384,1.3,57,1.0,1974,0.32,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
520,3.4,49,1.6,1950,1.03,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
561,6.0,43,1.0,1829,1.69,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
742,8.0,39,1.2,1783,2.26,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
933,10.0,38,1.5,1677,2.51,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
1111,10.9,32,1.2,1772,2.22,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
1294,12.1,29,2.3,1734,2.26,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
1514,13.2,23,2.8,1696,2.52,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
1440,13.7,28,2.1,1499,1.88,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
1272,12.1,34,2.5,1240,0.81,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
934,10.6,42,2.8,1307,0.31,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
718,8.8,49,3.2,1207,0.05,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
688,7.9,54,2.3,1005,0.0,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
624,7.4,54,2.0,1142,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
562,7.0,55,2.7,1041,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
422,6.4,59,1.1,961,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
407,5.9,56,1.1,1019,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
309,5.7,55,1.4,1043,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
226,5.5,56,1.2,1067,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
174,5.5,57,1.1,1079,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
106,5.6,55,0.4,1115,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
67,5.6,55,1.2,1008,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
73,5.7,54,1.7,1208,0.0,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
152,5.5,58,1.0,937,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
293,5.9,58,1.8,861,0.11,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
398,6.3,53,0.5,849,0.34,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
460,7.2,53,1.6,709,0.45,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
587,8.5,49,0.7,718,0.76,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
751,9.8,46,1.2,710,1.13,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
881,10.6,43,1.3,705,1.07,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
993,11.0,41,1.1,763,0.81,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
1128,12.0,37,0.8,879,1.09,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
1059,12.3,30,1.6,1263,0.94,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
603,11.1,42,2.2,765,0.34,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
365,10.4,47,0.4,824,0.14,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
237,10.0,53,1.7,796,0.01,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
146,9.2,66,1.1,513,0.0,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
71,8.8,72,0.9,501,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
70,8.1,76,0.8,492,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
53,7.4,80,1.3,471,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
67,7.0,81,1.1,421,0.0,0.5,0.0,0,1,0,0,0,1,0.0,1.0
38,6.7,84,0.8,320,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
28,6.6,86,0.6,416,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
12,6.5,88,0.9,276,0.0,0.3,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
9,6.3,90,1.0,240,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
27,6.2,89,1.5,338,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
91,6.5,88,1.2,417,0.0,0.2,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
370,6.5,88,1.4,515,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
592,7.3,84,2.2,813,0.05,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
387,8.2,81,2.7,1273,0.2,0.5,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
292,9.1,77,2.7,1587,0.27,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
393,10.2,65,3.3,2000,0.57,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
403,10.2,58,3.5,2000,0.32,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
387,10.1,61,3.7,1504,0.38,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
326,10.1,59,3.3,2000,0.57,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
263,9.8,57,3.0,2000,0.43,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
271,8.9,63,3.0,1614,0.28,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
605,8.5,59,2.7,1927,0.16,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
1200,8.6,55,2.4,1958,0.09,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
818,8.4,51,3.3,1977,0.01,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
711,8.3,47,3.1,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
731,8.0,47,3.3,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
565,7.6,48,3.1,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
382,6.9,44,3.3,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
297,6.3,42,3.3,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
243,5.5,42,3.1,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
165,5.1,44,3.4,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
95,4.7,44,3.8,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
69,4.4,44,3.1,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
92,4.1,42,3.1,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
235,3.9,43,3.4,2000,0.0,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
677,3.8,44,4.1,2000,0.02,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
1212,4.3,43,4.2,2000,0.37,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
661,5.7,38,3.9,1985,0.98,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
418,7.4,35,3.5,1990,1.81,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
488,8.4,34,3.6,1966,2.36,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
522,9.0,33,3.1,1985,2.59,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
516,8.0,37,3.4,2000,1.96,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
478,7.3,38,3.4,1997,1.6,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
492,6.5,39,3.3,2000,1.21,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
518,5.6,42,4.2,2000,0.81,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
719,4.9,43,4.3,2000,0.42,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
1111,4.1,43,3.5,2000,0.21,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
716,3.2,45,3.7,2000,0.02,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
543,2.7,45,3.3,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
494,2.3,40,3.3,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
460,2.0,37,2.7,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
294,1.8,37,2.3,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
240,1.6,39,2.3,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
223,1.5,40,2.8,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
147,1.4,40,2.9,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
82,1.3,40,2.1,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
70,1.3,39,2.3,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
80,1.3,40,2.3,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
209,1.4,42,1.7,2000,0.0,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
605,1.4,43,1.5,2000,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
1097,1.6,42,1.8,2000,0.13,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
614,2.5,40,1.9,2000,0.41,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
374,3.6,37,1.3,2000,0.83,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
339,4.8,35,2.1,2000,1.38,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
333,4.8,51,2.2,1715,1.12,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
196,4.0,64,2.0,1834,0.75,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
117,1.9,89,1.5,102,0.41,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
184,2.2,85,1.3,2000,0.41,0.5,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
241,2.4,79,1.9,1995,0.37,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
319,2.5,78,2.0,2000,0.25,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
615,2.0,77,1.3,2000,0.07,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
402,2.0,81,0.7,2000,0.0,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
120,1.7,85,1.3,396,0.0,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
231,1.2,92,0.7,1474,0.0,0.5,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
320,1.2,87,0.9,1802,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
226,1.5,86,1.2,1495,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
243,1.6,86,1.7,1141,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
247,1.6,85,2.0,952,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
173,1.5,86,2.5,782,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
107,1.3,87,1.7,822,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
75,1.3,87,2.2,937,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
81,1.1,88,0.9,927,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
212,0.8,88,1.0,900,0.0,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
600,0.6,85,1.5,1321,0.01,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
1174,1.1,79,1.7,1480,0.36,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
653,2.5,67,1.3,1472,1.11,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
446,4.9,56,1.9,1480,1.76,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
565,6.9,46,2.1,1541,2.33,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
668,8.3,36,2.5,1665,2.7,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
648,9.9,29,3.2,1641,2.91,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
674,11.4,30,3.1,1672,2.82,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
758,10.7,34,4.5,1850,2.51,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
752,10.3,34,3.8,1850,1.93,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
999,9.6,38,3.2,1606,1.35,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
1495,7.9,46,3.1,1057,0.58,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
923,6.2,54,1.8,883,0.08,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
739,5.1,56,2.0,899,0.0,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
726,4.5,62,2.0,826,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
621,3.9,66,2.7,990,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
428,3.4,69,1.1,895,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
335,2.9,72,1.3,903,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
283,2.5,75,1.5,786,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
216,2.2,80,1.4,615,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
128,1.9,81,1.1,525,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
92,2.0,80,0.8,474,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
95,2.2,79,0.8,553,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
243,2.3,80,0.7,546,0.0,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
661,2.5,79,1.4,536,0.01,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
1216,2.6,77,1.3,567,0.21,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
664,3.3,72,1.4,618,0.61,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
461,5.4,64,1.6,637,1.7,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
584,7.1,50,1.7,799,2.24,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
690,9.3,37,2.3,940,2.72,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
682,10.9,36,2.1,1073,2.87,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
758,12.4,33,2.9,811,2.71,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
849,12.1,30,3.0,1120,2.41,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
901,12.2,24,2.8,1655,1.98,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
1108,11.2,27,3.5,1585,1.19,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
1611,9.7,36,3.6,948,0.37,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
932,8.3,48,3.0,779,0.06,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
724,6.7,48,2.6,774,0.0,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
676,5.8,60,2.2,650,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
638,5.3,63,1.8,591,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
422,5.0,42,1.7,717,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
403,4.7,46,1.7,746,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
360,4.7,51,1.1,728,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
305,5.0,50,1.7,669,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
197,5.0,51,0.8,659,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
122,5.1,54,1.2,550,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
82,4.7,54,1.3,543,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
113,4.2,50,0.6,633,0.0,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
198,4.0,54,0.9,587,0.01,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
424,4.5,49,0.4,580,0.19,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
456,6.5,40,2.5,588,0.69,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
494,7.2,43,1.5,559,0.42,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
589,9.0,56,2.0,399,1.11,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
806,10.6,52,3.1,390,2.27,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
880,12.4,50,2.5,379,2.48,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
855,12.7,55,3.4,378,2.42,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
1025,12.4,58,4.1,404,2.26,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
947,12.3,61,3.4,359,1.82,0.0,0.0,0,1,0,0,0,1,-0.8660254037844385,-0.5000000000000004
916,11.1,66,4.2,367,1.18,0.0,0.0,0,1,0,0,0,1,-0.9659258262890683,-0.25881904510252063
736,9.0,76,3.0,288,0.45,0.0,0.0,0,1,0,0,0,1,-1.0,-1.8369701987210297e-16
521,7.7,80,2.8,234,0.05,0.0,0.0,0,1,0,0,0,1,-0.9659258262890684,0.2588190451025203
513,7.1,83,3.3,203,0.0,0.0,0.0,0,1,0,0,0,1,-0.8660254037844386,0.5000000000000001
487,6.7,84,2.8,193,0.0,0.0,0.0,0,1,0,0,0,1,-0.7071067811865477,0.7071067811865474
460,6.5,85,2.3,167,0.0,0.0,0.0,0,1,0,0,0,1,-0.5000000000000004,0.8660254037844384
354,6.4,85,2.3,155,0.0,0.0,0.0,0,1,0,0,0,1,-0.25881904510252157,0.9659258262890681
372,6.4,84,1.4,171,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
267,6.4,82,1.2,186,0.0,0.0,0.0,0,1,0,0,0,1,0.25881904510252074,0.9659258262890683
195,6.0,82,1.3,198,0.0,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,0.8660254037844387
139,5.5,83,0.9,186,0.0,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,0.7071067811865476
90,5.3,82,1.0,200,0.0,0.0,0.0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
60,5.0,83,0.7,200,0.0,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,0.25881904510252074
71,4.6,84,0.7,193,0.0,0.0,0.0,0,1,0,0,0,1,1.0,6.123233995736766e-17
137,4.7,82,1.3,198,0.02,0.0,0.0,0,1,0,0,0,1,0.9659258262890683,-0.25881904510252063
225,5.0,79,1.1,203,0.23,0.0,0.0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
331,6.3,73,1.3,218,0.79,0.0,0.0,0,1,0,0,0,1,0.7071067811865476,-0.7071067811865475
359,8.4,65,1.8,229,1.67,0.0,0.0,0,1,0,0,0,1,0.49999999999999994,-0.8660254037844387
466,10.7,56,2.0,261,2.27,0.0,0.0,0,1,0,0,0,1,0.258819045102521,-0.9659258262890682
626,12.7,45,1.3,321,2.63,0.0,0.0,0,1,0,0,0,1,1.2246467991473532e-16,-1.0
784,14.6,38,1.9,315,2.75,0.0,0.0,0,1,0,0,0,1,-0.2588190451025208,-0.9659258262890683
882,16.1,37,2.4,315,2.62,0.0,0.0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
960,16.7,38,3.1,265,2.27,0.0,0.0,0,1,0,0,0,1,-0.7071067811865471,-0.7071067811865479
